Transaction_Date,Post_Date,Year,Month,Account_Name,Transaction_Type,Amount,NWS,Category,Cat2,Description,Labels,outliers,Notes
2018-06-30,2018-06-30,2018,6,checking,debit,-38.23,want,dating,discretionary, apl*itunes.com/b 5734 ca 800-275-2273 apl*itunes.com/billus,,0,nan
2018-06-30,2018-06-30,2018,6,savings,credit,6.08,need,investments,investment,dividend,,0,nan
2018-06-30,2018-06-30,2018,6,creditcard,debit,-55.0,need,business services,utilities,nashville paintball inc hermitage tn,,0,nan
2018-06-30,2018-06-30,2018,6,creditcard,debit,-8.05,want,coffee shops,food,brueggers #3758 nashville tn,,0,nan
2018-06-30,2018-06-30,2018,6,creditcard,debit,-75.38,want,clothing,discretionary,lululemoncom* 877-263-9300 ca,,0,nan
2018-06-30,2018-06-30,2018,6,xxxx4151,credit,5.06,need,investments,investment,dividend,,0,nan
2018-06-30,2018-06-30,2018,6,1804171,credit,4.95,need,investments,investment,dividend,,0,nan
2018-06-30,2018-06-30,2018,6,investment,credit,17.89,need,investments,investment,dividend,,0,nan
2018-06-29,2018-06-29,2018,6,checking,debit,-38.23,want,dating,discretionary, apl*itunes.com/b 5734 ca 800-275-2273 apl*itunes.com/billus,,0,nan
2018-06-29,2018-06-29,2018,6,checking,debit,-3000.0,need,paycheck,income,transfer - self service transfer to share 01,,0,nan
2018-06-29,2018-06-29,2018,6,savings,credit,3000.0,need,paycheck,income,transfer - self service transfer from share 75,,0,nan
2018-06-29,2018-06-29,2018,6,creditcard,debit,-10.05,want,restaurants,food,blaze pizza brentw brentwood tn,,0,nan
2018-06-29,2018-06-29,2018,6,creditcard,debit,-4.53,want,restaurants,food,hos corp amer 23021421 nashville tn,,0,nan
2018-06-29,2018-06-29,2018,6,creditcard,debit,-3.91,want,restaurants,food,hos corp amer 23021421 nashville tn,,0,nan
2018-06-28,2018-06-28,2018,6,checking,debit,-38.23,want,dating,discretionary, apl* itunes.com/ 5735 ca 866-712-7753 apl* itunes.com/bilus,,0,nan
2018-06-28,2018-06-28,2018,6,checking,credit,3406.49,need,paycheck,income,ach trans - hca corporate ;062918;pr payment,,0,nan
2018-06-28,2018-06-28,2018,6,checking,credit,300.0,need,transfer,transfer,jrnl entry - share draft from common share,,0,nan
2018-06-28,2018-06-28,2018,6,savings,debit,-300.0,want,transfer for cash spending,discretionary,jrnl entry - common share to share draft,,0,nan
2018-06-28,2018-06-28,2018,6,savings,debit,-300.0,need,credit card payment,bills,cr crd txn - self service transfer to credit card ***6803,,0,nan
2018-06-28,2018-06-28,2018,6,creditcard,debit,-10.2,want,restaurants,food,hos corp amer 23021421 nashville tn,,0,nan
2018-06-28,2018-06-28,2018,6,creditcard,debit,-5.11,want,coffee shops,food,brueggers #3758 nashville tn,,0,nan
2018-06-28,2018-06-28,2018,6,creditcard,credit,300.0,need,credit card payment,bills,payment - thank you,,0,nan
2018-06-28,2018-06-28,2018,6,creditcard,debit,-300.0,need,transfer,transfer,f560500j7000pr183 adjustment-payments,,0,nan
2018-06-28,2018-06-28,2018,6,creditcard,debit,-6.56,need,groceries,food,wholefds ghl 10241 nashville tn,,0,nan
2018-06-27,2018-06-27,2018,6,creditcard,debit,-8.15,want,restaurants,food,avo nashville tn,,0,nan
2018-06-27,2018-06-27,2018,6,creditcard,debit,-6.85,want,restaurants,food,hos corp amer 23021421 nashville tn,,0,nan
2018-06-27,2018-06-27,2018,6,creditcard,debit,-3.58,want,restaurants,food,hos corp amer 23021421 nashville tn,,0,nan
2018-06-27,2018-06-27,2018,6,creditcard,debit,-14.02,want,hca cafe,food,porta via nashville tn,,0,nan
2018-06-26,2018-06-26,2018,6,checking,debit,-3.58,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-06-26,2018-06-26,2018,6,creditcard,debit,-5.11,want,coffee shops,food,brueggers #3758 nashville tn,,0,nan
2018-06-26,2018-06-26,2018,6,creditcard,debit,-5.32,want,restaurants,food,hos corp amer 23021421 nashville tn,,0,nan
2018-06-25,2018-06-25,2018,6,checking,debit,-30.66,want,restaurants,food, tst* pinewood so 5812 tn nashville tst* pinewood sociaus,,0,nan
2018-06-25,2018-06-25,2018,6,checking,debit,-19.39,want,restaurants,food, bar taco 12 sout 5812 tn nashville bar taco 12 south us,,0,nan
2018-06-25,2018-06-25,2018,6,checking,credit,50.63,need,transfer,transfer,transfer - overdraft transfer from share 01,,0,nan
2018-06-25,2018-06-25,2018,6,savings,debit,-50.63,need,transfer,transfer,transfer - overdraft transfer to share 75,,0,nan
2018-06-24,2018-06-24,2018,6,checking,debit,-3.27,need,music,discretionary, apl* itunes.com/ 5735 ca 866-712-7753 apl* itunes.com/bilus,,0,nan
2018-06-24,2018-06-24,2018,6,checking,debit,-37.85,want,restaurants,food, nonnas pizzeria 5812 tn nashville nonnas pizzeria & wus,,0,nan
2018-06-24,2018-06-24,2018,6,checking,credit,6.0,need,transfer,transfer,transfer - overdraft transfer from share 01,,0,nan
2018-06-24,2018-06-24,2018,6,checking,debit,-20.21,want,food & dining,auto, nothing bundt ca 5462 tn nashville nothing bundt cakesus,,0,nan
2018-06-24,2018-06-24,2018,6,checking,debit,-2.5,want,fast food,food, sq *three brothe 5814 tn nashville sq *three brothers us,,0,nan
2018-06-24,2018-06-24,2018,6,savings,debit,-6.0,need,transfer,transfer,transfer - overdraft transfer to share 75,,0,nan
2018-06-23,2018-06-23,2018,6,checking,debit,-39.99,need,gas & fuel,auto, shell service st 5542 tn nashville shell us,,0,nan
2018-06-23,2018-06-23,2018,6,checking,credit,150.37,need,transfer,transfer,transfer - overdraft transfer from share 01,,0,nan
2018-06-23,2018-06-23,2018,6,checking,debit,-3.58,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-06-23,2018-06-23,2018,6,savings,debit,-150.37,need,transfer,transfer,transfer - overdraft transfer to share 75,,0,nan
2018-06-22,2018-06-22,2018,6,checking,debit,-7.28,want,restaurants,food, two boots pizza 5812 tn nashville two boots pizza us,,0,nan
2018-06-22,2018-06-22,2018,6,checking,debit,-3.58,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-06-22,2018-06-22,2018,6,checking,credit,25.48,need,transfer,transfer,transfer - overdraft transfer from share 01,,0,nan
2018-06-22,2018-06-22,2018,6,checking,credit,1.0,need,transfer,transfer,transfer - overdraft transfer from share 01,,0,nan
2018-06-22,2018-06-22,2018,6,checking,debit,-15.0,need,parking,auto, psc parking lots 7523 tn nashville psc parking lots us,,0,nan
2018-06-22,2018-06-22,2018,6,checking,debit,-15.0,need,parking,auto, psc parking lots 7523 tn nashville psc parking lots us,,0,nan
2018-06-22,2018-06-22,2018,6,savings,debit,-25.48,need,transfer,transfer,transfer - overdraft transfer to share 75,,0,nan
2018-06-22,2018-06-22,2018,6,savings,debit,-1.0,need,transfer,transfer,transfer - overdraft transfer to share 75,,0,nan
2018-06-21,2018-06-21,2018,6,checking,debit,-3.21,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-06-21,2018-06-21,2018,6,creditcard,credit,0.0,need,bank fee,bills,total fees for this period,,0,nan
2018-06-21,2018-06-21,2018,6,creditcard,credit,0.0,need,finance charge,bills,total interest for this period,,0,nan
2018-06-20,2018-06-20,2018,6,checking,debit,-23.66,want,restaurants,food, tst* pinewood so 5812 tn nashville tst* pinewood sociaus,,0,nan
2018-06-20,2018-06-20,2018,6,checking,debit,-50.71,need,credit card payment,bills,ach trans - select rwds pymt;062018;payment,,0,nan
2018-06-20,2018-06-20,2018,6,checking,debit,-4.89,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-06-19,2018-06-19,2018,6,checking,debit,-197.0,want,venmo payment,bills,ach trans - venmo ;061918;payment,,0,nan
2018-06-19,2018-06-19,2018,6,checking,debit,-12.73,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-06-19,2018-06-19,2018,6,checking,debit,-1.19,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-06-19,2018-06-19,2018,6,creditcard,credit,50.71,need,credit card payment,bills,f560500hu00chgdda automatic payment - thank you,,0,nan
2018-06-17,2018-06-17,2018,6,checking,credit,250.0,need,transfer,transfer,transfer - self service transfer from tbcrozier share 75,,0,nan
2018-06-17,2018-06-17,2018,6,checking,debit,-27.3,want,dating,discretionary, apl* itunes.com/ 5735 ca 866-712-7753 apl* itunes.com/bilus,,0,nan
2018-06-17,2018-06-17,2018,6,checking,debit,-42.47,need,gas & fuel,auto, exxonmobil 47 5542 tn nashville exxonmobil 47883us,,0,nan
2018-06-17,2018-06-17,2018,6,checking,debit,-7.76,want,restaurants,food, baja burrito 5812 tn nashville baja burrito us,,0,nan
2018-06-17,2018-06-17,2018,6,savings,credit,15000.0,need,transfer,transfer,transfer - self service transfer from tbcrozier share 75,,0,nan
2018-06-16,2018-06-16,2018,6,checking,debit,-3.03,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-06-16,2018-06-16,2018,6,checking,debit,-3.58,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-06-15,2018-06-15,2018,6,checking,debit,-4.23,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-06-15,2018-06-15,2018,6,checking,debit,-5.12,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-06-15,2018-06-15,2018,6,checking,debit,-3.0,need,cash & atm,bills,withdrawal - tn nashville 732 mcferrin ave us,,0,nan
2018-06-15,2018-06-15,2018,6,checking,debit,-40.0,need,cash & atm,bills,withdrawal - tn nashville 732 mcferrin ave us,,0,nan
2018-06-14,2018-06-14,2018,6,checking,debit,-4.23,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-06-14,2018-06-14,2018,6,checking,debit,-8.12,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-06-13,2018-06-13,2018,6,checking,debit,-3.58,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-06-13,2018-06-13,2018,6,checking,debit,-8.73,want,food & dining,auto, sq *tazikis medi 5812 tn nashville sq *tazikis mediterus,,0,nan
2018-06-13,2018-06-13,2018,6,checking,debit,-8.04,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-06-13,2018-06-13,2018,6,checking,debit,-15.02,want,restaurants,food, porta via 5812 tn nashville porta via us,,0,nan
2018-06-12,2018-06-12,2018,6,checking,debit,-7.73,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-06-11,2018-06-11,2018,6,checking,debit,-4.92,want,restaurants,food, uos sewanee dini 5812 tn sewanee uos sewanee dining us,,0,nan
2018-06-11,2018-06-11,2018,6,checking,debit,-25.0,want,venmo payment,bills,ach trans - venmo ;061118;payment,,0,nan
2018-06-11,2018-06-11,2018,6,checking,debit,-11.47,want,restaurants,food, uos sewanee dini 5812 tn sewanee uos sewanee dining us,,0,nan
2018-06-11,2018-06-11,2018,6,checking,debit,-6.0,need,service & parts,auto, champion car was 7542 tn nashville champion car wash us,,0,nan
2018-06-11,2018-06-11,2018,6,checking,debit,-12.44,want,restaurants,food, taqueria del sol 5812 tn nashville taqueria del sol us,,0,nan
2018-06-10,2018-06-10,2018,6,checking,debit,-38.55,want,tuition,discretionary, univ-of-south b 5942 tn sewanee 735 university avenus,,0,nan
2018-06-08,2018-06-08,2018,6,checking,debit,-305.96,want,air travel,travel, southwes 5261 3066 tx 800-435-9792 southwes 5261454us,,0,nan
2018-06-07,2018-06-07,2018,6,checking,debit,-3.58,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-06-07,2018-06-07,2018,6,checking,debit,-7.69,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-06-06,2018-06-06,2018,6,checking,debit,-5.0,need,parking,auto, premier parking 7523 tn nashville premier parking - nus,,0,nan
2018-06-05,2018-06-05,2018,6,checking,debit,-1.41,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-06-05,2018-06-05,2018,6,checking,debit,-9.13,want,restaurants,food, baja burrito 5812 tn nashville baja burrito us,,0,nan
2018-06-05,2018-06-05,2018,6,checking,debit,-5.23,want,movies & dvds,entertainment, regal cinemas hl 7832 tn nashville regal cinemas hlywdus,,0,nan
2018-06-05,2018-06-05,2018,6,checking,debit,-2.82,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-06-05,2018-06-05,2018,6,checking,debit,-3.7,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-06-04,2018-06-04,2018,6,checking,debit,-16.0,need,credit card payment,bills,ach trans - select rwds pymt;060418;payment,,0,nan
2018-06-04,2018-06-04,2018,6,checking,debit,-31.58,need,groceries,food, l2g*metro parks 9399 tn nashville l2g*metro parks us,,0,nan
2018-06-04,2018-06-04,2018,6,checking,debit,-10.91,need,music,discretionary, spotify usa 4899 ny 646-8375380 spotify usa us,subscription - media,0,nan
2018-06-04,2018-06-04,2018,6,checking,debit,-6.14,need,groceries,food, l2g*metro parks 9399 tn nashville l2g*metro parks us,,0,nan
2018-06-04,2018-06-04,2018,6,checking,debit,-11.83,want,restaurants,food, tst* pinewood so 5812 tn nashville tst* pinewood sociaus,,0,nan
2018-06-04,2018-06-04,2018,6,checking,debit,-7.99,want,restaurants,food, tst* pinewood so 5812 tn nashville tst* pinewood sociaus,,0,nan
2018-06-04,2018-06-04,2018,6,checking,debit,-54.21,need,auto insurance,auto,ach trans - usaa p&c ext ;060418;autopay,,0,nan
2018-06-04,2018-06-04,2018,6,savings,debit,-757.55,need,credit card payments,bills,ach trans - select rwds pymt;060418;payment,,0,nan
2018-06-02,2018-06-02,2018,6,checking,debit,-7.0,want,fast food,food, sq *swing dance 7333 tn nashville sq *swing dance nasus,,0,nan
2018-06-02,2018-06-02,2018,6,checking,debit,-15.02,want,restaurants,food, porta via 5812 tn nashville porta via us,,0,nan
2018-06-02,2018-06-02,2018,6,checking,debit,-4.42,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-06-02,2018-06-02,2018,6,checking,debit,-5.11,want,fast food,food, brueggers #3758 5814 tn nashville brueggers #3758 us,,0,nan
2018-06-02,2018-06-02,2018,6,creditcard,credit,757.55,need,credit card payment,bills,f560500ha00chgdda automatic payment - thank you,,0,nan
2018-06-01,2018-06-01,2018,6,checking,debit,-11.23,want,movies & dvds,entertainment, regal cinemas gr 7832 tn nashville regal cinemas greenus,,0,nan
2018-06-01,2018-06-01,2018,6,checking,debit,-13.0,want,restaurants,food, 5 points pizza 5812 tn nashville 5 points pizza us,,0,nan
2018-06-01,2018-06-01,2018,6,checking,debit,-13.21,want,movies & dvds,entertainment, regal cinemas gr 7832 tn nashville regal cinemas greenus,,0,nan
2018-06-01,2018-06-01,2018,6,checking,debit,-30.0,want,hair,discretionary, uncle classic ba 7230 tn nashville uncle classic barbeus,,0,nan
2018-06-01,2018-06-01,2018,6,checking,debit,-5.88,want,fast food,food, brueggers #3758 5814 tn nashville brueggers #3758 us,,0,nan
2018-06-01,2018-06-01,2018,6,checking,debit,-96.49,want,laundry,discretionary, belle meade clea 7216 tn nashville belle meade cleanerus,,0,nan
2018-06-01,2018-06-01,2018,6,checking,debit,-2.17,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-06-01,2018-06-01,2018,6,creditcard,credit,16.0,need,credit card payment,bills,f560500h800chgdda automatic payment - thank you,,0,nan
2018-05-31,2018-05-31,2018,5,checking,debit,-3.0,want,podcast,entertainment, sam harris media 5815 ca 650-434-2726 sam harris media ius,Subscription,0,nan
2018-05-31,2018-05-31,2018,5,checking,debit,-7.62,want,fast food,food, brueggers #3758 5814 tn nashville brueggers #3758 us,,0,nan
2018-05-31,2018-05-31,2018,5,checking,debit,-20.08,need,pharmacy,food, carecenter cvs s 5912 tn nashville 02703--2501 park plus,,0,nan
2018-05-31,2018-05-31,2018,5,checking,debit,-3000.0,need,paycheck,income,transfer - self service transfer to share 01,,0,nan
2018-05-31,2018-05-31,2018,5,savings,credit,3000.0,need,paycheck,income,transfer - self service transfer from share 75,,0,nan
2018-05-31,2018-05-31,2018,5,savings,credit,4.39,need,investments,investment,dividend,,0,nan
2018-05-31,2018-05-31,2018,5,xxxx4151,credit,5.22,need,investments,investment,dividend,,0,nan
2018-05-31,2018-05-31,2018,5,1804171,credit,5.11,need,investments,investment,dividend,,0,nan
2018-05-31,2018-05-31,2018,5,investment,credit,18.47,need,investments,investment,dividend,,0,nan
2018-05-30,2018-05-30,2018,5,checking,debit,-3.7,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-05-30,2018-05-30,2018,5,checking,debit,-2.17,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-05-30,2018-05-30,2018,5,checking,debit,-11.96,want,restaurants,food, il forno 5814 tn nashville il forno us,,0,nan
2018-05-30,2018-05-30,2018,5,checking,credit,3904.55,need,paycheck,income,ach trans - hca corporate ;053118;pr payment,,0,nan
2018-05-29,2018-05-29,2018,5,checking,debit,-27.02,want,movies & dvds,entertainment, fandango.com 7832 ca fandango.com fandango.com us,,0,nan
2018-05-28,2018-05-28,2018,5,checking,debit,-10.24,need,groceries,food, l2g*metro parks 9399 tn nashville l2g*metro parks us,,0,nan
2018-05-28,2018-05-28,2018,5,checking,debit,-37.8,need,gas & fuel,auto, exxonmobil 47 5542 tn nashville exxonmobil 47882us,,0,nan
2018-05-28,2018-05-28,2018,5,checking,debit,-5.0,need,financial,investment, 21st century chr 7523 tn nashville 21st century christus,,0,nan
2018-05-28,2018-05-28,2018,5,checking,debit,-4.18,want,shopping,discretionary, walgreens store 5912 tn bellevue walgreens store 760us,,0,nan
2018-05-28,2018-05-28,2018,5,checking,debit,-21.0,want,fast food,food, burger up 5812 tn nashville burger up us,,0,nan
2018-05-27,2018-05-27,2018,5,checking,debit,-7.92,want,coffee shops,food, sq *portland bre 5814 tn nashville sq *portland brew cus,,0,nan
2018-05-27,2018-05-27,2018,5,checking,debit,-8.42,want,fast food,food, brueggers #3758 5814 tn nashville brueggers #3758 us,,0,nan
2018-05-26,2018-05-26,2018,5,checking,credit,200.0,need,paycheck,income,transfer - self service transfer from share 01,,0,nan
2018-05-26,2018-05-26,2018,5,checking,debit,-19.82,want,restaurants,food, tst* pinewood so 5812 tn nashville tst* pinewood sociaus,,0,nan
2018-05-26,2018-05-26,2018,5,checking,debit,-6.0,need,financial,investment, first tennessee 5812 tn nashville first tennessee parus,,0,nan
2018-05-26,2018-05-26,2018,5,savings,debit,-200.0,need,paycheck,income,transfer - self service transfer to share 75,,0,nan
2018-05-25,2018-05-25,2018,5,checking,debit,-4.45,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-05-25,2018-05-25,2018,5,checking,debit,-3.7,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-05-25,2018-05-25,2018,5,checking,debit,-32.79,want,entertainment,discretionary, nvillesounds*tic 7922 tn 615-690-4487 nvillesounds*ticketus,,0,nan
2018-05-25,2018-05-25,2018,5,checking,debit,-6.46,want,restaurants,food, two boots pizza 5812 tn nashville two boots pizza us,,0,nan
2018-05-24,2018-05-24,2018,5,checking,debit,-2.94,want,fast food,food, brueggers #3758 5814 tn nashville brueggers #3758 us,,0,nan
2018-05-24,2018-05-24,2018,5,checking,debit,-5.21,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-05-24,2018-05-24,2018,5,checking,debit,-2.05,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-05-24,2018-05-24,2018,5,creditcard,debit,-11.0,need,auto & transport,auto,premier parking - tea lotnashville tn,,0,nan
2018-05-23,2018-05-23,2018,5,checking,debit,-5.88,want,fast food,food, brueggers #3758 5814 tn nashville brueggers #3758 us,,0,nan
2018-05-22,2018-05-22,2018,5,checking,debit,-3.79,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-05-22,2018-05-22,2018,5,checking,debit,-11.93,want,sports,discretionary, top golf nashvil 5812 tn nashville top golf nashville us,,0,nan
2018-05-22,2018-05-22,2018,5,creditcard,debit,-55.71,need,gas & fuel,auto,shell oil 57527387005 nashville tn,,0,nan
2018-05-22,2018-05-22,2018,5,creditcard,credit,0.0,need,bank fee,bills,total fees for this period,,0,nan
2018-05-22,2018-05-22,2018,5,creditcard,credit,0.0,need,finance charge,bills,total interest for this period,,0,nan
2018-05-21,2018-05-21,2018,5,checking,debit,-6.77,need,groceries,food, wholefds ghl 102 5411 tn nashville wholefds ghl 10241 us,,0,nan
2018-05-21,2018-05-21,2018,5,checking,debit,-23.0,need,parking,auto, premier parking 7523 tn nashville premier parking - cus,,0,nan
2018-05-20,2018-05-20,2018,5,checking,debit,-3.5,want,restaurants,food, tst* pinewood so 5812 tn nashville tst* pinewood sociaus,,0,nan
2018-05-20,2018-05-20,2018,5,creditcard,debit,-10.83,want,alcohol & bars,discretionary,tst* pinewood social nashville tn,,0,nan
2018-05-19,2018-05-19,2018,5,checking,debit,-3.49,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-05-19,2018-05-19,2018,5,checking,credit,200.0,need,paycheck,income,transfer - self service transfer from share 01,,0,nan
2018-05-19,2018-05-19,2018,5,checking,debit,-50.07,want,restaurants,food, tst* pinewood so 5812 tn nashville tst* pinewood sociaus,,0,nan
2018-05-19,2018-05-19,2018,5,savings,debit,-200.0,need,paycheck,income,transfer - self service transfer to share 75,,0,nan
2018-05-18,2018-05-18,2018,5,checking,debit,-2.17,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-05-18,2018-05-18,2018,5,creditcard,debit,-29.5,want,restaurants,food,sq *five daughters nashville tn,,0,nan
2018-05-18,2018-05-18,2018,5,creditcard,debit,-72.74,want,furnishings,discretionary,sur la table direct 800-243-0852 wa,,0,nan
2018-05-17,2018-05-17,2018,5,checking,debit,-4.13,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-05-17,2018-05-17,2018,5,checking,debit,-46.86,need,credit card payment,bills,ach trans - select rwds pymt;051718;payment,,0,nan
2018-05-17,2018-05-17,2018,5,creditcard,debit,-75.64,need,gift,discretionary,zola registry www.zola.com ny,,0,nan
2018-05-16,2018-05-16,2018,5,checking,debit,-3.27,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-05-16,2018-05-16,2018,5,checking,debit,-38.54,need,pharmacy,food, cvs/pharmacy #06 5912 tn nashville 06437--3801 hillsbous,,0,nan
2018-05-16,2018-05-16,2018,5,creditcard,credit,46.86,need,credit card payment,bills,f560500gr00chgdda automatic payment - thank you,,0,nan
2018-05-15,2018-05-15,2018,5,checking,debit,-9.94,want,restaurants,food, baja burrito 5812 tn nashville baja burrito us,,0,nan
2018-05-15,2018-05-15,2018,5,checking,debit,-18.03,want,restaurants,food, sq *five daughte 7299 tn nashville sq *five daughters us,,0,nan
2018-05-15,2018-05-15,2018,5,checking,debit,-4.89,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-05-15,2018-05-15,2018,5,checking,debit,-3.24,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-05-14,2018-05-14,2018,5,creditcard,debit,-73.07,need,home improvement,utilities,the home depot #0732 nashville tn,,0,nan
2018-05-13,2018-05-13,2018,5,checking,debit,-5.37,want,coffee shops,food, sq *barista parl 5812 tn nashville sq *barista parlor us,,0,nan
2018-05-13,2018-05-13,2018,5,checking,debit,-43.9,need,business services,utilities, sq *jennifer col 7333 tn nashville sq *jennifer cole us,,0,nan
2018-05-13,2018-05-13,2018,5,checking,debit,-9.72,want,fast food,food, chipotle 2040 5814 tn nashville chipotle 2040 us,,0,nan
2018-05-13,2018-05-13,2018,5,checking,credit,200.0,need,paycheck,income,transfer - self service transfer from share 01,,0,nan
2018-05-13,2018-05-13,2018,5,savings,debit,-200.0,need,paycheck,income,transfer - self service transfer to share 75,,0,nan
2018-05-12,2018-05-12,2018,5,checking,debit,-7.41,want,charity,discretionary, target t-0146 5411 tn nashville 26 white bridge rd us,,0,nan
2018-05-12,2018-05-12,2018,5,checking,debit,-5.11,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-05-12,2018-05-12,2018,5,checking,debit,-38.67,need,pharmacy,food, the pharmacy bur 5812 tn nashville the pharmacy burgerus,,0,nan
2018-05-12,2018-05-12,2018,5,checking,debit,-3.46,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-05-12,2018-05-12,2018,5,checking,debit,-14.2,want,fast food,food, sq *fix juice co 5499 tn nashville sq *fix juice co. us,,0,nan
2018-05-12,2018-05-12,2018,5,creditcard,debit,-25.0,want,restaurants,food,sq *vui's kitchen nashville tn,,0,nan
2018-05-11,2018-05-11,2018,5,checking,debit,-5.5,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-05-11,2018-05-11,2018,5,checking,debit,-2.94,want,fast food,food, brueggers #3758 5814 tn nashville brueggers #3758 us,,0,nan
2018-05-11,2018-05-11,2018,5,checking,debit,-3.04,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-05-11,2018-05-11,2018,5,checking,debit,-33.5,want,restaurants,food, porta via 5812 tn nashville porta via us,,0,nan
2018-05-11,2018-05-11,2018,5,checking,debit,-2.72,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-05-10,2018-05-10,2018,5,checking,debit,-3.7,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-05-10,2018-05-10,2018,5,checking,debit,-3.58,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-05-10,2018-05-10,2018,5,creditcard,debit,-67.09,need,gas & fuel,auto,shell oil 57527387005 nashville tn,,0,nan
2018-05-09,2018-05-09,2018,5,checking,debit,-6.5,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-05-08,2018-05-08,2018,5,checking,debit,-5.66,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-05-08,2018-05-08,2018,5,checking,debit,-2.17,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2018-05-08,2018-05-08,2018,5,checking,debit,-29.1,want,entertainment,discretionary, tcktweb*thesuffe 7922 ca 800-965-4827 tcktweb*thesufferswus,,0,nan
2018-05-08,2018-05-08,2018,5,checking,debit,-2.94,want,fast food,food, brueggers #3758 5814 tn nashville brueggers #3758 us,,0,nan
2018-05-08,2018-05-08,2018,5,checking,debit,-7.48,want,fast food,food, chipotle 1370 5814 tn nashville chipotle 1370 us,,0,nan
2018-05-08,2018-05-08,2018,5,creditcard,debit,-9.01,want,restaurants,food,blaze pizza brentw brentwood tn,,0,nan
