"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"10/20/2018","Whole Foods","POS PURCH - WHOLEFDS GHL 102 5411 TN NASHVILLE 4039 HILLSBORO RD US","2.19","debit","Groceries","Checking","",""
"10/20/2018","Transfer from Savings","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 01","1000.00","credit","Paycheck","Checking","",""
"10/20/2018","Transfer to Checking","TRANSFER - SELF SERVICE TRANSFER TO SHARE 75","1000.00","debit","Paycheck","Savings","",""
"10/19/2018","Head Quarters","POS PURCH - SQ *HEADQUARTERS 5812 TN NASHVILLE SQ *HEADQUARTERS US","6.01","debit","Coffee Shops","Checking","",""
"10/19/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.54","debit","HCA Cafe","Checking","",""
"10/19/2018","L G Scumberlando","POS PURCH - L2G*SCUMBERLANDO 9399 TN 931-924-2980 L2G*SCUMBERLANDONLIUS","14.18","debit","Restaurants","Checking","",""
"10/18/2018","Costco","POS PURCH - COSTCO WHSE #063 5300 TN NASHVILLE COSTCO WHSE #0630 US","66.78","debit","Shopping","Checking","",""
"10/18/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","1.08","debit","HCA Cafe","Checking","",""
"10/18/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","3.81","debit","HCA Cafe","Checking","",""
"10/18/2018","Bombay Palace In","POS PURCH - BOMBAY PALACE IN 5812 TN NASHVILLE BOMBAY PALACE INDIAUS","25.48","debit","Mobile Phone","Checking","",""
"10/18/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","3.24","debit","HCA Cafe","Checking","",""
"10/17/2018","Iroquois Family Dentistry","POS PURCH - IROQUOIS FAMILY 8021 TN NASHVILLE IROQUOIS FAMILY DENUS","50.00","debit","Dentist","Checking","",""
"10/17/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.39","debit","HCA Cafe","Checking","",""
"10/17/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.54","debit","HCA Cafe","Checking","",""
"10/17/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","1.41","debit","HCA Cafe","Checking","",""
"10/16/2018","Trans Robinhood Crfn","ACH TRANS - ROBINHOOD (CRFN);101618;ACH","266.10","debit","Stock Investments","Checking","",""
"10/16/2018","iTunes","POS PURCH - APL*ITUNES.COM/B 5734 CA 800-275-2273 APL*ITUNES.COM/BILLUS","27.30","debit","Dating","Checking","",""
"10/16/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","2.16","debit","HCA Cafe","Checking","",""
"10/15/2018","Trans Select Rwds","ACH TRANS - SELECT RWDS PYMT;101518;PAYMENT","870.00","debit","Credit Card Payments","Savings","",""
"10/15/2018","Panera Bread","POS PURCH - PANERA BREAD #60 5812 TN NASHVILLE PANERA BREAD #60196US","10.75","debit","Fast Food","Checking","",""
"10/14/2018","Kroger","POS PURCH - KROGER #527 5411 TN BELLEVUE 7087 HWY. 70 S. US","45.96","debit","Groceries","Checking","",""
"10/14/2018","Bombay Palace In","POS PURCH - BOMBAY PALACE IN 5812 TN NASHVILLE BOMBAY PALACE INDIAUS","19.28","debit","Mobile Phone","Checking","",""
"10/14/2018","J & J'S Market","POS PURCH - JJ'S MARKET AND 5812 TN NASHVILLE JJ'S MARKET AND CA US","3.28","debit","Groceries","Checking","",""
"10/14/2018","F Mf Chgdda","F560500MF00CHGDDA AUTOMATIC PAYMENT - THANK YOU","870.00","credit","Credit Card Payment","CreditCard ","",""
"10/13/2018","Fox's Donut Den","POS PURCH - SQ *FOX'S DONUT 5812 TN NASHVILLE SQ *FOX'S DONUT DENUS","3.72","debit","Restaurants","Checking","",""
"10/13/2018","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.44","debit","Fast Food","Checking","",""
"10/13/2018","Star Bagel C","POS PURCH - SQ *STAR BAGEL C 5812 TN Nashville SQ *STAR BAGEL CAFEUS","8.50","debit","Coffee Shops","Checking","",""
"10/13/2018","Head Quarters","POS PURCH - SQ *HEADQUARTERS 5812 TN NASHVILLE SQ *HEADQUARTERS US","6.56","debit","Coffee Shops","Checking","",""
"10/12/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.54","debit","HCA Cafe","Checking","",""
"10/11/2018","Phr Elitesportsm Tn","POS PURCH - PHR*EliteSportsM 8011 TN 615-3241600 PHR*EliteSportsMediUS","154.06","debit","Doctor","Checking","",""
"10/11/2018","Tst Pastaria Louis 5812 Mo Street","POS PURCH - TST* PASTARIA - 5812 MO ST. LOUIS TST* PASTARIA - NASUS","63.97","debit","Restaurants","Checking","",""
"10/10/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.54","debit","HCA Cafe","Checking","",""
"10/10/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","2.49","debit","HCA Cafe","Checking","",""
"10/10/2018","Fandango","POS PURCH - FANDANGO.COM 7832 CA FANDANGO.COM FANDANGO.COM US","30.30","debit","Movies & DVDs","Checking","",""
"10/09/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","3.14","debit","HCA Cafe","Checking","",""
"10/09/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.93","debit","HCA Cafe","Checking","",""
"10/09/2018","Exxon","POS PURCH - EXXONMOBIL 47 5542 TN NASHVILLE EXXONMOBIL 47882US","8.00","debit","Gas & Fuel","Checking","",""
"10/08/2018","Heads Up Salon","POS PURCH - HEADS UP SALON-G 7230 TN NASHVILLE HEADS UP SALON-GREEUS","30.00","debit","Personal Care","Checking","",""
"10/07/2018","Uber.com","POS PURCH - UBER TRIP LZ3C 4121 CA HELP.UBER.COM UBER TRIP LZ3CA US","14.32","debit","Rental Car & Taxi","Checking","",""
"10/07/2018","Arrow Cab Tx","POS PURCH - SQ *ARROW CAB 12 4121 TX San Antonio SQ *ARROW CAB 125 @US","17.20","debit","Rental Car & Taxi","Checking","",""
"10/07/2018","Bird App Ca","POS PURCH - BIRD APP 4789 CA 8662052442 BIRD APP US","20.00","debit","Restaurants","Checking","",""
"10/07/2018","Uber.com","POS PURCH - UBER TRIP HOYD 4121 CA HELP.UBER.COM UBER TRIP HOYDR US","13.40","debit","Rental Car & Taxi","Checking","",""
"10/07/2018","Tiger Market","POS PURCH - TIGERMARKET #227 5542 TN NASHVILLE 4112 HILLSBORO ROADUS","39.84","debit","Gas & Fuel","Checking","",""
"10/07/2018","Uber.com","POS PURCH - UBER TRIP HIH4 4121 CA HELP.UBER.COM UBER TRIP HIH47 US","10.77","debit","Rental Car & Taxi","Checking","",""
"10/06/2018","Uber.com","POS PURCH - UBER TRIP AE5C 4121 CA HELP.UBER.COM UBER TRIP AE5CH US","10.61","debit","Rental Car & Taxi","Checking","",""
"10/06/2018","Panaderia La","POS PURCH - SQ *LA PANADERIA 5462 TX SAN ANTONIO SQ *LA PANADERIA US","8.27","debit","Restaurants","Checking","",""
"10/06/2018","Uber.com","POS PURCH - UBER TRIP KD3B 4121 CA HELP.UBER.COM UBER TRIP KD3BJ US","11.66","debit","Rental Car & Taxi","Checking","",""
"10/06/2018","Points Tx Sq","POS PURCH - SQ *5 POINTS LOC 5812 TX SAN ANTONIO SQ *5 POINTS LOCAL US","15.16","debit","Restaurants","Checking","",""
"10/06/2018","Uber.com","POS PURCH - UBER TRIP RJ4N 4121 CA HELP.UBER.COM UBER TRIP RJ4NO US","8.79","debit","Rental Car & Taxi","Checking","",""
"10/06/2018","Uber.com","POS PURCH - UBER TRIP E54B 4121 CA HELP.UBER.COM UBER TRIP E54BX US","13.55","debit","Rental Car & Taxi","Checking","",""
"10/05/2018","Panaderia La","POS PURCH - SQ *LA PANADERIA 5462 TX SAN ANTONIO SQ *LA PANADERIA US","15.16","debit","Restaurants","Checking","",""
"10/05/2018","San Antonio Tx","POS PURCH - SQ *SAN ANTONIO 4121 TX SAN ANTONIO SQ *SAN ANTONIO TAXUS","29.67","debit","Alcohol & Bars","Checking","",""
"10/05/2018","Taj Indian Resta","POS PURCH - TAJ INDIAN RESTA 5812 TN NASHVILLE TAJ INDIAN RESTAURAUS","15.60","debit","Restaurants","Checking","",""
"10/04/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","10.00","debit","HCA Cafe","Checking","",""
"10/04/2018","Spotify","POS PURCH - Spotify USA 4899 NY 646-8375380 Spotify USA US","10.91","debit","Music","Checking","Subscription",""
"10/03/2018","Trans Select Rwds","ACH TRANS - SELECT RWDS PYMT;100318;PAYMENT","1124.22","debit","Credit Card Payments","Checking","",""
"10/03/2018","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.11","debit","Fast Food","Checking","",""
"10/03/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.54","debit","HCA Cafe","Checking","",""
"10/02/2018","Venmo","ACH TRANS - VENMO ;100218;PAYMENT","127.00","debit","Venmo payment","Checking","",""
"10/02/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","1.08","debit","HCA Cafe","Checking","",""
"10/02/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","10.62","debit","HCA Cafe","Checking","",""
"10/02/2018","Lehman's","ACH TRANS - JEREMY LEHMAN ;100218;FEE $00.75","900.75","debit","Mortgage & Rent","Checking","",""
"10/02/2018","Trans Usaa P","ACH TRANS - USAA P&C EXT ;100218;AUTOPAY","54.21","debit","Auto Insurance","Checking","",""
"10/02/2018","F M Chgdda","F560500M300CHGDDA AUTOMATIC PAYMENT - THANK YOU","1124.22","credit","Credit Card Payment","CreditCard ","",""
"10/01/2018","Jim Oliver Bes","POS PURCH - JIM OLIVER'S BES 3502 TN MONTEAGLE JIM OLIVER'S BEST WUS","6.13","debit","Restaurants","Checking","",""
"10/01/2018","Shenanigans","POS PURCH - SHENANIGANS 5812 TN SEWANEE SHENANIGANS US","7.77","debit","Restaurants","Checking","",""
"10/01/2018","Uos Sewanee Dini","POS PURCH - UOS SEWANEE DINI 5812 TN SEWANEE UOS SEWANEE DINING US","8.19","debit","Restaurants","Checking","",""
"10/01/2018","Sam Harris Media","POS PURCH - SAM HARRIS MEDIA 5815 CA 650-434-2726 SAM HARRIS MEDIA IUS","3.00","debit","Podcast","Checking","Subscription",""
"10/01/2018","Mountain Outfitt Tn","POS PURCH - MOUNTAIN OUTFITT 5941 TN MONTEAGLE MOUNTAIN OUTFITTERSUS","129.46","debit","Clothing","Checking","",""
"9/30/2018","Kroger","POS PURCH - KROGER #527 5411 TN BELLEVUE 7087 HWY. 70 S. US","34.06","debit","Groceries","Checking","",""
"9/30/2018","Dividend","DIVIDEND","11.40","credit","Investments","Savings","",""
"9/30/2018","Dividend","DIVIDEND","5.07","credit","Dividend & Cap Gains","XXXX4151","",""
"9/30/2018","Dividend","DIVIDEND","4.97","credit","Dividend & Cap Gains","1804171","",""
"9/30/2018","Dividend","DIVIDEND","17.94","credit","Dividend & Cap Gains","Investment","",""
"9/29/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","7.52","debit","HCA Cafe","Checking","",""
"9/29/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.54","debit","HCA Cafe","Checking","",""
"9/29/2018","Fred Tn Monteagle","POS PURCH - FRED'S 5912 TN MONTEAGLE FRED'S US","5.57","debit","Groceries","Checking","",""
"9/29/2018","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","6.31","debit","Coffee Shops","Checking","",""
"9/29/2018","Blaze Pizza Bren","POS PURCH - BLAZE PIZZA BREN 5814 TN BRENTWOOD BLAZE PIZZA BRENTW US","9.05","debit","Restaurants","Checking","",""
"9/29/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.18","debit","HCA Cafe","Checking","",""
"9/29/2018","Dollar General","POS PURCH - DOLLAR-GENERAL 5310 TN MONTEAGLE 915 W MAIN ST US","23.90","debit","Shopping","Checking","",""
"9/29/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","1.08","debit","HCA Cafe","Checking","",""
"9/29/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","3.58","debit","HCA Cafe","Checking","",""
"9/27/2018","BP","POS PURCH - BP#8773046MAPCO 5542 TN NASHVILLE 7101 MEMPHIS BRISTOUS","36.71","debit","Gas & Fuel","Checking","",""
"9/27/2018","Trans Hca Corporate","ACH TRANS - HCA Corporate ;092818;PR PAYMENT","3393.79","credit","Paycheck","Checking","",""
"9/26/2018","iTunes","POS PURCH - APL*ITUNES.COM/B 5734 CA 800-275-2273 APL*ITUNES.COM/BILLUS","38.23","debit","Dating","Checking","",""
"9/26/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","9.16","debit","HCA Cafe","Checking","",""
"9/26/2018","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.11","debit","Coffee Shops","Checking","",""
"9/25/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.65","debit","HCA Cafe","Checking","",""
"9/25/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","7.23","debit","HCA Cafe","Checking","",""
"9/23/2018","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","6.64","debit","Coffee Shops","Checking","",""
"9/23/2018","Darrell Waltrip Honda","POS PURCH - DARRELL WALTRIP 5511 TN FRANKLIN DARRELL WALTRIP HONUS","2130.00","debit","Auto Payment","Checking","",""
"9/22/2018","Darrell Waltrip Honda","DARRELL WALTRIP HONDA FRANKLIN TN","1870.00","debit","Auto Payment","CreditCard ","",""
"9/22/2018","Porta Via LLC","POS PURCH - PORTA VIA 5812 TN NASHVILLE PORTA VIA US","27.04","debit","Restaurants","Checking","",""
"9/22/2018","Transfer from Savings","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 01","2500.00","credit","Paycheck","Checking","",""
"9/22/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.89","debit","HCA Cafe","Checking","",""
"9/22/2018","Transfer to Checking","TRANSFER - SELF SERVICE TRANSFER TO SHARE 75","2500.00","debit","Paycheck","Savings","",""
"9/22/2018","Withdrawal Tn Picadilly","WITHDRAWAL - TN ANTIOCH 629 PICADILLY ROW US","63.99","debit","Cash & ATM","Checking","",""
"9/22/2018","Airbnb","POS PURCH - AIRBNB 4722 CA 855-424-7262 AIRBNB US","144.51","debit","Hotel","Checking","",""
"9/22/2018","Shell","POS PURCH - SHELL Service St 5542 TN NASHVILLE SHELL Service StatiUS","56.42","debit","Gas & Fuel","Checking","",""
"9/22/2018","Nothing Bundt Ca","POS PURCH - NOTHING BUNDT CA 5462 TN NASHVILLE NOTHING BUNDT CAKESUS","9.29","debit","Food & Dining","Checking","",""
"9/22/2018","Transfer from Savings","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 01","300.00","credit","Paycheck","Checking","",""
"9/22/2018","Transfer to Checking","TRANSFER - SELF SERVICE TRANSFER TO SHARE 75","300.00","debit","Paycheck","Savings","",""
"9/21/2018","Total Fees For","TOTAL FEES FOR THIS PERIOD","0.00","credit","Bank Fee","CreditCard ","",""
"9/21/2018","Total Interest For","TOTAL INTEREST FOR THIS PERIOD","0.00","credit","Finance Charge","CreditCard ","",""
"9/21/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.54","debit","HCA Cafe","Checking","",""
"9/20/2018","Whole Foods","POS PURCH - WHOLEFDS GHL 102 5411 TN NASHVILLE 4039 HILLSBORO RD US","11.30","debit","Groceries","Checking","",""
"9/20/2018","Head Quarters","POS PURCH - SQ *HEADQUARTERS 5812 TN NASHVILLE SQ *HEADQUARTERS US","6.83","debit","Coffee Shops","Checking","",""
"9/20/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.95","debit","HCA Cafe","Checking","",""
"9/20/2018","Tst Pastaria Louis 5812 Mo Street","POS PURCH - TST* PASTARIA - 5812 MO ST. LOUIS TST* PASTARIA - NASUS","19.00","debit","Restaurants","Checking","",""
"9/19/2018","The Cookery","POS PURCH - THE COOKERY 5812 TN NASHVILLE THE COOKERY US","23.74","debit","Food & Dining","Checking","",""
"9/18/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","7.14","debit","HCA Cafe","Checking","",""
"9/18/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","4.66","debit","HCA Cafe","Checking","",""
"9/17/2018","iTunes","POS PURCH - APL* ITUNES.COM/ 5735 CA 866-712-7753 APL* ITUNES.COM/BILUS","131.09","debit","Music","Checking","",""
"9/17/2018","Blaze Pizza Bren","POS PURCH - BLAZE PIZZA BREN 5814 TN BRENTWOOD BLAZE PIZZA BRENTW US","9.05","debit","Restaurants","Checking","",""
"9/16/2018","The Picnic Inc","POS PURCH - THE PICNIC INC 5812 TN NASHVILLE THE PICNIC INC US","15.19","debit","Coffee Shops","Checking","",""
"9/16/2018","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","6.31","debit","Fast Food","Checking","",""
"9/16/2018","Walgreens","POS PURCH - WALGREENS STORE 5912 TN BELLEVUE WALGREENS STORE 760US","4.56","debit","Misc Expenses","Checking","",""
"9/16/2018","Baja Burrito Tn","POS PURCH - BAJA BURRITO 5812 TN NASHVILLE BAJA BURRITO US","21.25","debit","Restaurants","Checking","",""
"9/15/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","1.84","debit","HCA Cafe","Checking","",""
"9/15/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","7.91","debit","HCA Cafe","Checking","",""
"9/15/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","9.50","debit","HCA Cafe","Checking","",""
"9/15/2018","Avo O Us 5812 Tn Avenue","POS PURCH - AVO 5812 TN NASHVILLE AVO US","8.05","debit","Fast Food","Checking","",""
"9/14/2018","Transfer from Savings","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 01","400.00","credit","Paycheck","Checking","",""
"9/14/2018","Tn Hill Ce","POS PURCH - 11901-TN HILL CE 5691 TN NASHVILLE 4015 HILLSBORO PIKEUS","139.84","debit","Clothing","Checking","",""
"9/14/2018","Transfer to Checking","TRANSFER - SELF SERVICE TRANSFER TO SHARE 75","400.00","debit","Paycheck","Savings","",""
"9/14/2018","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.11","debit","Fast Food","Checking","",""
"9/14/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.54","debit","HCA Cafe","Checking","",""
"9/13/2018","iTunes","POS PURCH - APL* ITUNES.COM/ 5735 CA 866-712-7753 APL* ITUNES.COM/BILUS","49.14","debit","Dating","Checking","",""
"9/12/2018","Whole Foods","POS PURCH - WHOLEFDS GHL 102 5411 TN NASHVILLE 4039 HILLSBORO RD US","10.04","debit","Groceries","Checking","",""
"9/12/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.54","debit","HCA Cafe","Checking","",""
"9/12/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.64","debit","HCA Cafe","Checking","",""
"9/11/2018","Shell","SHELL OIL 91002688256 BRENTWOOD TN","71.89","debit","Gas & Fuel","CreditCard ","",""
"9/11/2018","Mnaa Airport Par","POS PURCH - MNAA AIRPORT PAR 7523 TN NASHVILLE MNAA AIRPORT PARK US","11.00","debit","Air Travel","Checking","",""
"9/11/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.65","debit","HCA Cafe","Checking","",""
"9/11/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","4.24","debit","HCA Cafe","Checking","",""
"9/10/2018","Henrys Pdx Or","POS PURCH - HENRYS PDX 5812 OR PORTLAND HENRYS PDX US","9.45","debit","Restaurants","Checking","",""
"9/07/2018","Tasty N Alder","POS PURCH - TASTY N ALDER 5812 OR PORTLAND TASTY N ALDER US","14.00","debit","Restaurants","Checking","",""
"9/07/2018","Uber.com","POS PURCH - UBER TRIP UXVX 4121 CA HELP.UBER.COM UBER TRIP UXVXO US","8.45","debit","Rental Car & Taxi","Checking","",""
"9/07/2018","Arco","POS PURCH - ARCO#82936 5542 OR WOOD VILLAGE ARCO#82936 US","50.20","debit","Gas & Fuel","Checking","",""
"9/07/2018","Uber.com","POS PURCH - UBER TRIP ZB53 4121 CA HELP.UBER.COM UBER TRIP ZB53K US","9.37","debit","Rental Car & Taxi","Checking","",""
"9/06/2018","Biketown Pdx Ren","POS PURCH - BIKETOWN PDX REN 9399 OR 866-512-2453 BIKETOWN PDX RENTALUS","10.00","debit","Public Transportation","Checking","",""
"9/06/2018","Blue Star Donuts","POS PURCH - SQ *BLUE STAR DO 5462 OR PORTLAND SQ *BLUE STAR DONUTUS","3.50","debit","Restaurants","Checking","",""
"9/06/2018","Rosauers Or Hood 1867 Twelfth Street","POS PURCH - ROSAUERS #16 5411 OR HOOD RIVER 1867 TWELFTH ST US","71.34","debit","Groceries","Checking","",""
"9/06/2018","Cumberland Transit Inc.","POS PURCH - CUMBERLAND TRANS 5940 TN NASHVILLE CUMBERLAND TRANSIT US","71.01","debit","Sporting Goods","Checking","",""
"9/06/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","3.58","debit","HCA Cafe","Checking","",""
"9/06/2018","Powell Burnsid Or","POS PURCH - POWELL'S BURNSID 5942 OR PORTLAND POWELL'S BURNSIDE US","52.96","debit","Books","Checking","",""
"9/05/2018","Trans Usaa P","ACH TRANS - USAA P&C EXT ;090518;AUTOPAY","54.21","debit","Auto Insurance","Checking","",""
"9/05/2018","Zaniemak's Inc","POS PURCH - ZANIEMAKS, INC. 7922 TN 615-2690221 ZANIEMAKS INC. US","92.50","debit","Amusement","Checking","",""
"9/05/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.23","debit","HCA Cafe","Checking","",""
"9/05/2018","Tst Pastaria Louis 5812 Mo Street","POS PURCH - TST* PASTARIA - 5812 MO ST. LOUIS TST* PASTARIA - NASUS","16.84","debit","Restaurants","Checking","",""
"9/04/2018","Blaze Pizza Bren","POS PURCH - BLAZE PIZZA BREN 5814 TN BRENTWOOD BLAZE PIZZA BRENTW US","9.05","debit","Restaurants","Checking","",""
"9/04/2018","Lehman's","ACH TRANS - JEREMY LEHMAN ;090418;FEE $00.75","900.75","debit","Mortgage & Rent","Checking","",""
"9/04/2018","Spotify","POS PURCH - Spotify USA 4899 NY 646-8375380 Spotify USA US","10.91","debit","Music","Checking","Subscription",""
"9/03/2018","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","2.94","debit","Fast Food","Checking","",""
"9/02/2018","REI","POS PURCH - REI #64 BRENTWOO 5941 TN BRENTWOOD 261 FRANKLIN RD US","96.53","debit","Sporting Goods","Checking","",""
"9/02/2018","Hopdoddy Nashvil Tn","POS PURCH - HOPDODDY NASHVIL 5812 TN NASHVILLE HOPDODDY NASHVILLE US","13.56","debit","Restaurants","Checking","",""
"9/02/2018","Kroger","POS PURCH - KROGER #567 5411 TN NASHVILLE 2201 21ST AVE. S US","8.48","debit","Groceries","Checking","",""
"9/02/2018","Baja Burrito Tn","POS PURCH - BAJA BURRITO 5812 TN NASHVILLE BAJA BURRITO US","9.94","debit","Restaurants","Checking","",""
"9/01/2018","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.55","debit","Fast Food","Checking","",""
"9/01/2018","Tst Pastaria Louis 5812 Mo Street","POS PURCH - TST* PASTARIA - 5812 MO ST. LOUIS TST* PASTARIA - NASUS","29.63","debit","Restaurants","Checking","",""
"8/31/2018","Shell","SHELL OIL 91002688256 BRENTWOOD TN","52.33","debit","Gas & Fuel","CreditCard ","",""
"8/31/2018","Dividend","DIVIDEND","8.22","credit","Investments","Savings","",""
"8/31/2018","Transfer to Savings","TRANSFER - SELF SERVICE TRANSFER TO SHARE 01","2000.00","debit","Paycheck","Checking","",""
"8/31/2018","Frist Center For","POS PURCH - FRIST CENTER FOR 7523 TN NASHVILLE FRIST CENTER FOR THUS","5.00","debit","Parking","Checking","",""
"8/31/2018","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.11","debit","Fast Food","Checking","",""
"8/31/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.10","debit","HCA Cafe","Checking","",""
"8/31/2018","Transfer from Checking","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 75","2000.00","credit","Paycheck","Savings","",""
"8/31/2018","Dividend","DIVIDEND","5.23","credit","Dividend & Cap Gains","XXXX4151","",""
"8/31/2018","Dividend","DIVIDEND","5.13","credit","Dividend & Cap Gains","1804171","",""
"8/31/2018","Dividend","DIVIDEND","18.52","credit","Dividend & Cap Gains","Investment","",""
"8/30/2018","Sam Harris Media","POS PURCH - SAM HARRIS MEDIA 5815 CA 650-434-2726 SAM HARRIS MEDIA IUS","3.00","debit","Podcast","Checking","Subscription",""
"8/30/2018","Trans Hca Corporate","ACH TRANS - HCA Corporate ;083118;PR PAYMENT","3406.50","credit","Paycheck","Checking","",""
"8/30/2018","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","1.41","debit","HCA Cafe","Checking","",""
